Unique ID,Case name,Bus name,Bus voltage [kV],Run#,Tswitch_a [s],Tswitch_b [s],Tswitch_c [s],Fault_type,Fault_time [s],LGp [kV],LGr [kV],LLp [kV],LLr [kV],LGrm [kV],LLrm [kV],LLs [kV],LLe [kV],LGp [pu],LGr [pu],LLp [pu],LLr [pu],LGrm [pu],LLrm [pu],LLs [pu],LLe [pu],TOV_dur [s]
C29_S3_N2_F_MM_66_OFT4_4,C29_S3_N2_F,MM_66_OFT4,66,4.0,2.103,2.103,2.103,None,102.103,61.1,37.3,101.6,65.4,0.1,0.1,0.1,63.8,1.134,0.979,1.089,0.991,0.003,0.002,0.002,0.967,0.0
C29_S3_N2_F_MM_66_OFT4_5,C29_S3_N2_F,MM_66_OFT4,66,5.0,2.104,2.104,2.104,None,102.104,60.2,37.7,102.4,65.4,0.1,0.1,0.1,64.1,1.117,0.989,1.097,0.991,0.003,0.002,0.002,0.971,0.0
C29_S3_N2_F_MM_66_OFT4_6,C29_S3_N2_F,MM_66_OFT4,66,6.0,2.105,2.105,2.105,None,102.105,58.2,37.8,104.6,65.2,0.1,0.1,0.1,64.3,1.08,0.992,1.121,0.988,0.003,0.002,0.002,0.974,0.0
C29_S3_N2_F_MM_66_OFT4_7,C29_S3_N2_F,MM_66_OFT4,66,7.0,2.106,2.106,2.106,None,102.106,57.5,38.0,100.4,65.4,0.1,0.1,0.1,64.7,1.067,0.997,1.076,0.991,0.003,0.002,0.002,0.98,0.0
C29_S3_N2_F_MM_66_OFT4_8,C29_S3_N2_F,MM_66_OFT4,66,8.0,2.107,2.107,2.107,None,102.107,58.2,38.1,100.1,66.1,0.1,0.1,0.1,65.3,1.08,1.0,1.072,1.002,0.003,0.002,0.002,0.989,0.0
C29_S3_N2_F_MM_66_OFT4_9,C29_S3_N2_F,MM_66_OFT4,66,9.0,2.108,2.108,2.108,None,102.108,57.0,38.2,100.4,66.3,0.1,0.1,0.1,65.8,1.058,1.002,1.076,1.005,0.003,0.002,0.002,0.997,0.0
C29_S3_N2_F_MM_66_OFT4_10,C29_S3_N2_F,MM_66_OFT4,66,10.0,2.109,2.109,2.109,None,102.109,54.4,38.5,98.7,66.5,0.1,0.1,0.1,66.3,1.009,1.01,1.057,1.008,0.003,0.002,0.002,1.005,0.0
C29_S3_N2_F_MM_66_OFT4_11,C29_S3_N2_F,MM_66_OFT4,66,11.0,2.11,2.11,2.11,None,102.11,54.5,38.5,96.1,66.6,0.1,0.1,0.1,66.6,1.011,1.01,1.03,1.009,0.003,0.002,0.002,1.009,0.0
C29_S3_N2_F_MM_66_OFT4_12,C29_S3_N2_F,MM_66_OFT4,66,12.0,2.111,2.111,2.111,None,102.111,54.5,38.4,98.2,66.5,0.1,0.1,0.1,66.4,1.011,1.008,1.052,1.008,0.003,0.002,0.002,1.006,0.0
C29_S3_N2_F_MM_66_OFT4_13,C29_S3_N2_F,MM_66_OFT4,66,13.0,2.112,2.112,2.112,None,102.112,56.6,38.1,100.4,66.3,0.1,0.1,0.1,65.8,1.05,1.0,1.076,1.005,0.003,0.002,0.002,0.997,0.0
C29_S3_N2_F_MM_66_OFT4_14,C29_S3_N2_F,MM_66_OFT4,66,14.0,2.113,2.113,2.113,None,102.113,59.5,38.1,100.1,66.1,0.1,0.1,0.1,65.3,1.104,1.0,1.072,1.002,0.003,0.002,0.002,0.989,0.0
C29_S3_N2_F_MM_66_OFT4_15,C29_S3_N2_F,MM_66_OFT4,66,15.0,2.114,2.114,2.114,None,102.114,56.8,38.0,102.3,65.3,0.1,0.1,0.1,64.7,1.054,0.997,1.096,0.989,0.003,0.002,0.002,0.98,0.0
C29_S3_N2_F_MM_66_OFT4_16,C29_S3_N2_F,MM_66_OFT4,66,16.0,2.115,2.115,2.115,None,102.115,59.8,37.8,100.5,65.2,0.1,0.1,0.1,64.3,1.11,0.992,1.077,0.988,0.003,0.002,0.002,0.974,0.0
C29_S3_N2_F_MM_66_OFT4_17,C29_S3_N2_F,MM_66_OFT4,66,17.0,2.116,2.116,2.116,None,102.116,60.9,37.7,100.8,65.5,0.1,0.1,0.1,64.0,1.13,0.989,1.08,0.992,0.003,0.002,0.002,0.97,0.0
C29_S3_N2_F_MM_66_OFT4_18,C29_S3_N2_F,MM_66_OFT4,66,18.0,2.117,2.117,2.117,None,102.117,61.2,37.3,101.9,65.4,0.1,0.1,0.1,63.7,1.136,0.979,1.092,0.991,0.003,0.002,0.002,0.965,0.0
C29_S3_N2_F_MM_66_OFT4_19,C29_S3_N2_F,MM_66_OFT4,66,19.0,2.118,2.118,2.118,None,102.118,60.4,37.5,102.3,65.2,0.1,0.1,0.1,63.5,1.121,0.984,1.096,0.988,0.003,0.002,0.002,0.962,0.0
C29_S3_N2_F_MM_66_OFT4_20,C29_S3_N2_F,MM_66_OFT4,66,20.0,2.119,2.119,2.119,None,102.119,58.2,37.5,105.3,64.6,0.1,0.1,0.1,63.2,1.08,0.984,1.128,0.979,0.003,0.002,0.002,0.958,0.0
C29_S3_N2_L_MM_230_HF1_1,C29_S3_N2_L,MM_230_HF1,230,1.0,2.1,2.1,2.1,None,102.1,188.5,132.4,326.2,229.3,130.7,226.2,229.3,228.7,1.004,0.997,1.003,0.997,0.984,0.983,0.997,0.994,0.0
C29_S3_N2_L_MM_230_HF1_2,C29_S3_N2_L,MM_230_HF1,230,2.0,2.101,2.101,2.101,None,102.101,189.1,132.4,326.4,229.3,130.7,226.0,229.3,228.7,1.007,0.997,1.003,0.997,0.984,0.983,0.997,0.994,0.0
C29_S3_N2_L_MM_230_HF1_3,C29_S3_N2_L,MM_230_HF1,230,3.0,2.102,2.102,2.102,None,102.102,189.8,132.5,327.0,229.3,130.8,226.1,229.3,228.8,1.011,0.998,1.005,0.997,0.985,0.983,0.997,0.995,0.0
C29_S3_N2_L_MM_230_HF1_4,C29_S3_N2_L,MM_230_HF1,230,4.0,2.103,2.103,2.103,None,102.103,190.0,132.5,327.2,229.3,130.8,226.4,229.3,228.8,1.012,0.998,1.006,0.997,0.985,0.984,0.997,0.995,0.0
C29_S3_N2_L_MM_230_HF1_5,C29_S3_N2_L,MM_230_HF1,230,5.0,2.104,2.104,2.104,None,102.104,189.7,132.5,327.4,229.4,131.0,227.0,229.3,228.9,1.01,0.998,1.007,0.997,0.987,0.987,0.997,0.995,0.0
C29_S3_N2_L_MM_230_HF1_6,C29_S3_N2_L,MM_230_HF1,230,6.0,2.105,2.105,2.105,None,102.105,188.4,132.5,327.2,229.4,131.2,227.4,229.3,228.9,1.003,0.998,1.006,0.997,0.988,0.989,0.997,0.995,0.0
C29_S3_N2_L_MM_230_HF1_7,C29_S3_N2_L,MM_230_HF1,230,7.0,2.106,2.106,2.106,None,102.106,188.7,132.4,326.6,229.4,131.3,227.6,229.3,229.0,1.005,0.997,1.004,0.997,0.989,0.99,0.997,0.996,0.0
C29_S3_N2_L_MM_230_HF1_8,C29_S3_N2_L,MM_230_HF1,230,8.0,2.107,2.107,2.107,None,102.107,189.8,132.4,327.7,229.3,131.6,228.0,229.3,229.1,1.011,0.997,1.007,0.997,0.991,0.991,0.997,0.996,0.0
C29_S3_N2_L_MM_230_HF1_9,C29_S3_N2_L,MM_230_HF1,230,9.0,2.108,2.108,2.108,None,102.108,189.3,132.4,326.7,229.3,132.0,228.7,229.3,229.1,1.008,0.997,1.004,0.997,0.994,0.994,0.997,0.996,0.0
C29_S3_N2_L_MM_230_HF1_10,C29_S3_N2_L,MM_230_HF1,230,10.0,2.109,2.109,2.109,None,102.109,187.8,132.4,325.4,229.4,132.3,229.1,229.3,229.2,1.0,0.997,1.0,0.997,0.996,0.996,0.997,0.997,0.0
C29_S3_N2_L_MM_230_HF1_11,C29_S3_N2_L,MM_230_HF1,230,11.0,2.11,2.11,2.11,None,102.11,187.4,132.4,324.7,229.3,132.4,229.2,229.3,229.3,0.998,0.997,0.998,0.997,0.997,0.997,0.997,0.997,0.0
C29_S3_N2_L_MM_230_HF1_12,C29_S3_N2_L,MM_230_HF1,230,12.0,2.111,2.111,2.111,None,102.111,187.7,132.4,325.6,229.3,132.1,228.9,229.3,229.2,0.999,0.997,1.001,0.997,0.995,0.995,0.997,0.997,0.0
C29_S3_N2_L_MM_230_HF1_13,C29_S3_N2_L,MM_230_HF1,230,13.0,2.112,2.112,2.112,None,102.112,189.3,132.4,326.8,229.3,132.0,228.6,229.3,229.1,1.008,0.997,1.005,0.997,0.994,0.994,0.997,0.996,0.0
C29_S3_N2_L_MM_230_HF1_14,C29_S3_N2_L,MM_230_HF1,230,14.0,2.113,2.113,2.113,None,102.113,189.9,132.4,327.1,229.3,131.8,228.3,229.3,229.1,1.011,0.997,1.006,0.997,0.993,0.993,0.997,0.996,0.0
C29_S3_N2_L_MM_230_HF1_15,C29_S3_N2_L,MM_230_HF1,230,15.0,2.114,2.114,2.114,None,102.114,188.2,132.4,326.8,229.3,131.4,227.9,229.3,229.0,1.002,0.997,1.005,0.997,0.99,0.991,0.997,0.996,0.0
C29_S3_N2_L_MM_230_HF1_16,C29_S3_N2_L,MM_230_HF1,230,16.0,2.115,2.115,2.115,None,102.115,188.9,132.4,326.7,229.3,131.1,227.1,229.3,228.9,1.006,0.997,1.004,0.997,0.987,0.987,0.997,0.995,0.0
C29_S3_N2_L_MM_230_HF1_17,C29_S3_N2_L,MM_230_HF1,230,17.0,2.116,2.116,2.116,None,102.116,189.7,132.4,327.2,229.3,130.9,226.6,229.3,228.8,1.01,0.997,1.006,0.997,0.986,0.985,0.997,0.995,0.0
C29_S3_N2_L_MM_230_HF1_18,C29_S3_N2_L,MM_230_HF1,230,18.0,2.117,2.117,2.117,None,102.117,190.0,132.4,327.3,229.3,130.9,226.4,229.3,228.8,1.012,0.997,1.006,0.997,0.986,0.984,0.997,0.995,0.0
C29_S3_N2_L_MM_230_HF1_19,C29_S3_N2_L,MM_230_HF1,230,19.0,2.118,2.118,2.118,None,102.118,189.8,132.4,327.1,229.3,130.7,226.5,229.3,228.8,1.011,0.997,1.006,0.997,0.984,0.985,0.997,0.995,0.0
C29_S3_N2_L_MM_230_HF1_20,C29_S3_N2_L,MM_230_HF1,230,20.0,2.119,2.119,2.119,None,102.119,188.4,132.4,326.9,229.3,130.7,226.5,229.3,228.7,1.003,0.997,1.005,0.997,0.984,0.985,0.997,0.994,0.0
C29_S3_N2_L_MM_230_HF2_1,C29_S3_N2_L,MM_230_HF2,230,1.0,2.1,2.1,2.1,None,102.1,188.5,132.4,326.2,229.3,130.7,226.2,229.3,228.7,1.004,0.997,1.003,0.997,0.984,0.983,0.997,0.994,0.0
C29_S3_N2_L_MM_230_HF2_2,C29_S3_N2_L,MM_230_HF2,230,2.0,2.101,2.101,2.101,None,102.101,189.1,132.4,326.4,229.3,130.7,226.0,229.3,228.7,1.007,0.997,1.003,0.997,0.984,0.983,0.997,0.994,0.0
C29_S3_N2_L_MM_230_HF2_3,C29_S3_N2_L,MM_230_HF2,230,3.0,2.102,2.102,2.102,None,102.102,189.8,132.5,327.0,229.3,130.8,226.1,229.3,228.8,1.011,0.998,1.005,0.997,0.985,0.983,0.997,0.995,0.0
C29_S3_N2_L_MM_230_HF2_4,C29_S3_N2_L,MM_230_HF2,230,4.0,2.103,2.103,2.103,None,102.103,190.0,132.5,327.2,229.3,130.8,226.4,229.3,228.8,1.012,0.998,1.006,0.997,0.985,0.984,0.997,0.995,0.0
C29_S3_N2_L_MM_230_HF2_5,C29_S3_N2_L,MM_230_HF2,230,5.0,2.104,2.104,2.104,None,102.104,189.7,132.5,327.4,229.4,131.0,227.0,229.3,228.9,1.01,0.998,1.007,0.997,0.987,0.987,0.997,0.995,0.0
C29_S3_N2_L_MM_230_HF2_6,C29_S3_N2_L,MM_230_HF2,230,6.0,2.105,2.105,2.105,None,102.105,188.4,132.5,327.2,229.4,131.2,227.4,229.3,228.9,1.003,0.998,1.006,0.997,0.988,0.989,0.997,0.995,0.0
C29_S3_N2_L_MM_230_HF2_7,C29_S3_N2_L,MM_230_HF2,230,7.0,2.106,2.106,2.106,None,102.106,188.7,132.4,326.6,229.4,131.3,227.6,229.3,229.0,1.005,0.997,1.004,0.997,0.989,0.99,0.997,0.996,0.0
C29_S3_N2_L_MM_230_HF2_8,C29_S3_N2_L,MM_230_HF2,230,8.0,2.107,2.107,2.107,None,102.107,189.8,132.4,327.7,229.3,131.6,228.0,229.3,229.1,1.011,0.997,1.007,0.997,0.991,0.991,0.997,0.996,0.0
C29_S3_N2_L_MM_230_HF2_9,C29_S3_N2_L,MM_230_HF2,230,9.0,2.108,2.108,2.108,None,102.108,189.3,132.4,326.7,229.3,132.0,228.7,229.3,229.1,1.008,0.997,1.004,0.997,0.994,0.994,0.997,0.996,0.0
C29_S3_N2_L_MM_230_HF2_10,C29_S3_N2_L,MM_230_HF2,230,10.0,2.109,2.109,2.109,None,102.109,187.8,132.4,325.4,229.4,132.3,229.1,229.3,229.2,1.0,0.997,1.0,0.997,0.996,0.996,0.997,0.997,0.0
C29_S3_N2_L_MM_230_HF2_11,C29_S3_N2_L,MM_230_HF2,230,11.0,2.11,2.11,2.11,None,102.11,187.4,132.4,324.7,229.3,132.4,229.2,229.3,229.3,0.998,0.997,0.998,0.997,0.997,0.997,0.997,0.997,0.0
C29_S3_N2_L_MM_230_HF2_12,C29_S3_N2_L,MM_230_HF2,230,12.0,2.111,2.111,2.111,None,102.111,187.7,132.4,325.6,229.3,132.1,228.9,229.3,229.2,0.999,0.997,1.001,0.997,0.995,0.995,0.997,0.997,0.0
C29_S3_N2_L_MM_230_HF2_13,C29_S3_N2_L,MM_230_HF2,230,13.0,2.112,2.112,2.112,None,102.112,189.3,132.4,326.8,229.3,132.0,228.6,229.3,229.1,1.008,0.997,1.005,0.997,0.994,0.994,0.997,0.996,0.0
C29_S3_N2_L_MM_230_HF2_14,C29_S3_N2_L,MM_230_HF2,230,14.0,2.113,2.113,2.113,None,102.113,189.9,132.4,327.1,229.3,131.8,228.3,229.3,229.1,1.011,0.997,1.006,0.997,0.993,0.993,0.997,0.996,0.0
C29_S3_N2_L_MM_230_HF2_15,C29_S3_N2_L,MM_230_HF2,230,15.0,2.114,2.114,2.114,None,102.114,188.2,132.4,326.8,229.3,131.4,227.9,229.3,229.0,1.002,0.997,1.005,0.997,0.99,0.991,0.997,0.996,0.0
C29_S3_N2_L_MM_230_HF2_16,C29_S3_N2_L,MM_230_HF2,230,16.0,2.115,2.115,2.115,None,102.115,188.9,132.4,326.7,229.3,131.1,227.1,229.3,228.9,1.006,0.997,1.004,0.997,0.987,0.987,0.997,0.995,0.0
C29_S3_N2_L_MM_230_HF2_17,C29_S3_N2_L,MM_230_HF2,230,17.0,2.116,2.116,2.116,None,102.116,189.7,132.4,327.2,229.3,130.9,226.6,229.3,228.8,1.01,0.997,1.006,0.997,0.986,0.985,0.997,0.995,0.0
C29_S3_N2_L_MM_230_HF2_18,C29_S3_N2_L,MM_230_HF2,230,18.0,2.117,2.117,2.117,None,102.117,190.0,132.4,327.3,229.3,130.9,226.4,229.3,228.8,1.012,0.997,1.006,0.997,0.986,0.984,0.997,0.995,0.0
C29_S3_N2_L_MM_230_HF2_19,C29_S3_N2_L,MM_230_HF2,230,19.0,2.118,2.118,2.118,None,102.118,189.8,132.4,327.1,229.3,130.7,226.5,229.3,228.8,1.011,0.997,1.006,0.997,0.984,0.985,0.997,0.995,0.0
C29_S3_N2_L_MM_230_HF2_20,C29_S3_N2_L,MM_230_HF2,230,20.0,2.119,2.119,2.119,None,102.119,188.4,132.4,326.9,229.3,130.7,226.5,229.3,228.7,1.003,0.997,1.005,0.997,0.984,0.985,0.997,0.994,0.0
C29_S3_N2_L_MM_230_HF3_1,C29_S3_N2_L,MM_230_HF3,230,1.0,2.1,2.1,2.1,None,102.1,189.7,133.3,328.3,230.8,131.5,227.7,230.8,230.2,1.01,1.004,1.009,1.003,0.99,0.99,1.003,1.001,0.0
C29_S3_N2_L_MM_230_HF3_2,C29_S3_N2_L,MM_230_HF3,230,2.0,2.101,2.101,2.101,None,102.101,190.2,133.3,328.4,230.8,131.6,227.5,230.8,230.2,1.013,1.004,1.01,1.003,0.991,0.989,1.003,1.001,0.0
C29_S3_N2_L_MM_230_HF3_3,C29_S3_N2_L,MM_230_HF3,230,3.0,2.102,2.102,2.102,None,102.102,190.9,133.4,329.0,230.8,131.6,227.6,230.8,230.3,1.017,1.005,1.011,1.003,0.991,0.99,1.003,1.001,0.0
C29_S3_N2_L_MM_230_HF3_4,C29_S3_N2_L,MM_230_HF3,230,4.0,2.103,2.103,2.103,None,102.103,191.2,133.4,329.2,230.8,131.7,227.9,230.8,230.3,1.018,1.005,1.012,1.003,0.992,0.991,1.003,1.001,0.0
C29_S3_N2_L_MM_230_HF3_5,C29_S3_N2_L,MM_230_HF3,230,5.0,2.104,2.104,2.104,None,102.104,190.9,133.4,329.5,230.9,131.8,228.5,230.8,230.4,1.017,1.005,1.013,1.004,0.993,0.993,1.003,1.002,0.0
C29_S3_N2_L_MM_230_HF3_6,C29_S3_N2_L,MM_230_HF3,230,6.0,2.105,2.105,2.105,None,102.105,189.7,133.4,329.4,231.0,132.0,228.9,230.8,230.4,1.01,1.005,1.013,1.004,0.994,0.995,1.003,1.002,0.0
C29_S3_N2_L_MM_230_HF3_7,C29_S3_N2_L,MM_230_HF3,230,7.0,2.106,2.106,2.106,None,102.106,189.9,133.3,328.7,230.9,132.2,229.1,230.8,230.5,1.011,1.004,1.011,1.004,0.996,0.996,1.003,1.002,0.0
C29_S3_N2_L_MM_230_HF3_8,C29_S3_N2_L,MM_230_HF3,230,8.0,2.107,2.107,2.107,None,102.107,190.9,133.3,329.7,230.8,132.4,229.5,230.8,230.6,1.017,1.004,1.014,1.003,0.997,0.998,1.003,1.003,0.0
C29_S3_N2_L_MM_230_HF3_9,C29_S3_N2_L,MM_230_HF3,230,9.0,2.108,2.108,2.108,None,102.108,190.5,133.3,328.7,230.8,132.9,230.2,230.8,230.7,1.014,1.004,1.011,1.003,1.001,1.001,1.003,1.003,0.0
C29_S3_N2_L_MM_230_HF3_10,C29_S3_N2_L,MM_230_HF3,230,10.0,2.109,2.109,2.109,None,102.109,189.0,133.3,327.5,230.9,133.1,230.6,230.8,230.8,1.006,1.004,1.007,1.004,1.002,1.003,1.003,1.003,0.0
C29_S3_N2_L_MM_230_HF3_11,C29_S3_N2_L,MM_230_HF3,230,11.0,2.11,2.11,2.11,None,102.11,188.7,133.3,326.8,230.8,133.2,230.7,230.8,230.8,1.005,1.004,1.005,1.003,1.003,1.003,1.003,1.003,0.0
C29_S3_N2_L_MM_230_HF3_12,C29_S3_N2_L,MM_230_HF3,230,12.0,2.111,2.111,2.111,None,102.111,189.0,133.3,327.6,230.8,133.0,230.4,230.8,230.8,1.006,1.004,1.007,1.003,1.002,1.002,1.003,1.003,0.0
C29_S3_N2_L_MM_230_HF3_13,C29_S3_N2_L,MM_230_HF3,230,13.0,2.112,2.112,2.112,None,102.112,190.4,133.3,328.8,230.8,132.8,230.2,230.8,230.7,1.014,1.004,1.011,1.003,1.0,1.001,1.003,1.003,0.0
C29_S3_N2_L_MM_230_HF3_14,C29_S3_N2_L,MM_230_HF3,230,14.0,2.113,2.113,2.113,None,102.113,191.1,133.3,329.1,230.8,132.7,229.8,230.8,230.6,1.018,1.004,1.012,1.003,0.999,0.999,1.003,1.003,0.0
C29_S3_N2_L_MM_230_HF3_15,C29_S3_N2_L,MM_230_HF3,230,15.0,2.114,2.114,2.114,None,102.114,189.4,133.3,328.9,230.8,132.3,229.4,230.8,230.5,1.009,1.004,1.011,1.003,0.996,0.997,1.003,1.002,0.0
C29_S3_N2_L_MM_230_HF3_16,C29_S3_N2_L,MM_230_HF3,230,16.0,2.115,2.115,2.115,None,102.115,190.1,133.3,328.7,230.8,131.9,228.6,230.8,230.4,1.012,1.004,1.011,1.003,0.993,0.994,1.003,1.002,0.0
C29_S3_N2_L_MM_230_HF3_17,C29_S3_N2_L,MM_230_HF3,230,17.0,2.116,2.116,2.116,None,102.116,190.9,133.3,329.2,230.8,131.8,228.1,230.8,230.4,1.017,1.004,1.012,1.003,0.993,0.992,1.003,1.002,0.0
C29_S3_N2_L_MM_230_HF3_18,C29_S3_N2_L,MM_230_HF3,230,18.0,2.117,2.117,2.117,None,102.117,191.2,133.3,329.3,230.8,131.8,227.9,230.8,230.3,1.018,1.004,1.012,1.003,0.993,0.991,1.003,1.001,0.0
C29_S3_N2_L_MM_230_HF3_19,C29_S3_N2_L,MM_230_HF3,230,19.0,2.118,2.118,2.118,None,102.118,191.0,133.3,329.2,230.8,131.6,227.9,230.8,230.3,1.017,1.004,1.012,1.003,0.991,0.991,1.003,1.001,0.0
C29_S3_N2_L_MM_230_HF3_20,C29_S3_N2_L,MM_230_HF3,230,20.0,2.119,2.119,2.119,None,102.119,189.7,133.3,329.1,230.8,131.5,228.0,230.8,230.2,1.01,1.004,1.012,1.003,0.99,0.991,1.003,1.001,0.0
C29_S3_N2_L_MM_230_HF4_1,C29_S3_N2_L,MM_230_HF4,230,1.0,2.1,2.1,2.1,None,102.1,204.8,133.3,357.5,230.8,107.8,194.9,230.8,223.6,1.091,1.004,1.099,1.003,0.812,0.847,1.003,0.972,0.0
C29_S3_N2_L_MM_230_HF4_2,C29_S3_N2_L,MM_230_HF4,230,2.0,2.101,2.101,2.101,None,102.101,200.0,133.3,357.3,230.8,108.8,191.4,230.8,223.7,1.065,1.004,1.098,1.003,0.819,0.832,1.003,0.973,0.0
C29_S3_N2_L_MM_230_HF4_3,C29_S3_N2_L,MM_230_HF4,230,3.0,2.102,2.102,2.102,None,102.102,201.1,133.3,361.9,230.8,111.3,191.6,230.8,224.3,1.071,1.004,1.113,1.003,0.838,0.833,1.003,0.975,0.0
C29_S3_N2_L_MM_230_HF4_4,C29_S3_N2_L,MM_230_HF4,230,4.0,2.103,2.103,2.103,None,102.103,200.3,133.3,363.4,230.8,112.8,194.3,230.8,224.7,1.067,1.004,1.117,1.003,0.849,0.845,1.003,0.977,0.0
C29_S3_N2_L_MM_230_HF4_5,C29_S3_N2_L,MM_230_HF4,230,5.0,2.104,2.104,2.104,None,102.104,201.8,133.4,358.5,230.8,113.2,199.3,230.8,225.3,1.075,1.005,1.102,1.003,0.852,0.867,1.003,0.98,0.0
C29_S3_N2_L_MM_230_HF4_6,C29_S3_N2_L,MM_230_HF4,230,6.0,2.105,2.105,2.105,None,102.105,208.6,133.9,346.8,230.8,115.4,205.8,230.8,225.8,1.111,1.008,1.066,1.003,0.869,0.895,1.003,0.982,0.0
C29_S3_N2_L_MM_230_HF4_7,C29_S3_N2_L,MM_230_HF4,230,7.0,2.106,2.106,2.106,None,102.106,202.3,133.8,343.8,232.1,119.6,211.6,230.8,226.8,1.077,1.008,1.057,1.009,0.901,0.92,1.003,0.986,0.0
C29_S3_N2_L_MM_230_HF4_8,C29_S3_N2_L,MM_230_HF4,230,8.0,2.107,2.107,2.107,None,102.107,199.4,133.3,348.1,231.1,125.1,217.4,230.8,228.0,1.062,1.004,1.07,1.005,0.942,0.945,1.003,0.991,0.0
C29_S3_N2_L_MM_230_HF4_9,C29_S3_N2_L,MM_230_HF4,230,9.0,2.108,2.108,2.108,None,102.108,200.7,133.3,341.3,230.8,128.6,222.6,230.8,229.0,1.069,1.004,1.049,1.003,0.968,0.968,1.003,0.996,0.0
C29_S3_N2_L_MM_230_HF4_10,C29_S3_N2_L,MM_230_HF4,230,10.0,2.109,2.109,2.109,None,102.109,197.6,133.3,326.5,230.8,130.8,227.5,230.8,230.2,1.052,1.004,1.004,1.003,0.985,0.989,1.003,1.001,0.0
C29_S3_N2_L_MM_230_HF4_11,C29_S3_N2_L,MM_230_HF4,230,11.0,2.11,2.11,2.11,None,102.11,191.5,133.3,326.5,231.1,132.9,230.4,230.8,230.6,1.02,1.004,1.004,1.005,1.001,1.002,1.003,1.003,0.0
C29_S3_N2_L_MM_230_HF4_12,C29_S3_N2_L,MM_230_HF4,230,12.0,2.111,2.111,2.111,None,102.111,197.2,133.3,326.4,230.9,131.9,228.8,230.8,230.2,1.05,1.004,1.003,1.004,0.993,0.995,1.003,1.001,0.0
C29_S3_N2_L_MM_230_HF4_13,C29_S3_N2_L,MM_230_HF4,230,13.0,2.112,2.112,2.112,None,102.112,200.4,133.3,339.4,230.8,128.8,222.6,230.8,229.0,1.067,1.004,1.043,1.003,0.97,0.968,1.003,0.996,0.0
C29_S3_N2_L_MM_230_HF4_14,C29_S3_N2_L,MM_230_HF4,230,14.0,2.113,2.113,2.113,None,102.113,201.2,133.3,355.0,230.8,125.9,218.4,230.8,227.9,1.071,1.004,1.091,1.003,0.948,0.95,1.003,0.991,0.0
C29_S3_N2_L_MM_230_HF4_15,C29_S3_N2_L,MM_230_HF4,230,15.0,2.114,2.114,2.114,None,102.114,205.5,133.3,339.4,230.8,121.5,214.3,230.8,226.7,1.094,1.004,1.043,1.003,0.915,0.932,1.003,0.986,0.0
C29_S3_N2_L_MM_230_HF4_16,C29_S3_N2_L,MM_230_HF4,230,16.0,2.115,2.115,2.115,None,102.115,200.3,133.3,356.1,230.8,117.9,207.4,230.8,225.7,1.067,1.004,1.095,1.003,0.888,0.902,1.003,0.981,0.0
C29_S3_N2_L_MM_230_HF4_17,C29_S3_N2_L,MM_230_HF4,230,17.0,2.116,2.116,2.116,None,102.116,200.8,133.3,362.0,230.8,115.4,199.8,230.8,225.2,1.069,1.004,1.113,1.003,0.869,0.869,1.003,0.979,0.0
C29_S3_N2_L_MM_230_HF4_18,C29_S3_N2_L,MM_230_HF4,230,18.0,2.117,2.117,2.117,None,102.117,200.6,133.3,363.7,230.8,114.8,194.2,230.8,224.5,1.068,1.004,1.118,1.003,0.865,0.844,1.003,0.976,0.0
C29_S3_N2_L_MM_230_HF4_19,C29_S3_N2_L,MM_230_HF4,230,19.0,2.118,2.118,2.118,None,102.118,201.5,133.3,358.9,230.8,110.8,191.8,230.8,224.1,1.073,1.004,1.103,1.003,0.834,0.834,1.003,0.974,0.0
C29_S3_N2_L_MM_230_HF4_20,C29_S3_N2_L,MM_230_HF4,230,20.0,2.119,2.119,2.119,None,102.119,208.7,133.3,346.1,230.8,108.5,193.2,230.8,223.5,1.111,1.004,1.064,1.003,0.817,0.84,1.003,0.972,0.0
C29_S3_N2_L_MM_230_OFC1_1,C29_S3_N2_L,MM_230_OFC1,230,1.0,2.1,2.1,2.1,None,102.1,189.9,133.4,328.6,231.1,131.7,227.9,231.0,230.4,1.011,1.005,1.01,1.005,0.992,0.991,1.004,1.002,0.0
C29_S3_N2_L_MM_230_OFC1_2,C29_S3_N2_L,MM_230_OFC1,230,2.0,2.101,2.101,2.101,None,102.101,190.4,133.4,328.8,231.1,131.7,227.8,231.0,230.4,1.014,1.005,1.011,1.005,0.992,0.99,1.004,1.002,0.0
C29_S3_N2_L_MM_230_OFC1_3,C29_S3_N2_L,MM_230_OFC1,230,3.0,2.102,2.102,2.102,None,102.102,191.2,133.4,329.4,231.1,131.8,227.9,231.0,230.5,1.018,1.005,1.013,1.005,0.993,0.991,1.004,1.002,0.0
C29_S3_N2_L_MM_230_OFC1_4,C29_S3_N2_L,MM_230_OFC1,230,4.0,2.103,2.103,2.103,None,102.103,191.4,133.5,329.6,231.1,131.8,228.2,231.0,230.5,1.019,1.005,1.013,1.005,0.993,0.992,1.004,1.002,0.0
C29_S3_N2_L_MM_230_OFC1_5,C29_S3_N2_L,MM_230_OFC1,230,5.0,2.104,2.104,2.104,None,102.104,191.1,133.5,329.8,231.1,132.0,228.7,231.0,230.5,1.018,1.005,1.014,1.005,0.994,0.994,1.004,1.002,0.0
